respondent_id,Age,Sex,Ethnicity simplified,Political spectrum (us),Student status,Employment status
c247a6de492f239bd8905a2f9e51ddca,64,Male,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
95c64015e4450a2dc50a36b5a5e139e6,51,Male,Asian,Conservative,No,Full-Time
f7a57e037a8af3b6bc406dc87348ece4,29,Female,White,Moderate,No,Part-Time
5aa62a30f95aadb2e674d29f9554ae3e,30,Female,White,Liberal,No,Full-Time
a7d172d9a5072cb3425b1bdcdbffc032,60,Male,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
8f5fe5d51e82f8d3581012ed873c7afe,52,Male,White,Moderate,No,Full-Time
0e479000bdbdfe7347b70aff48cdad72,57,Male,White,Liberal,No,Full-Time
98f27c972ee1af00a86719638918ab9e,39,Female,White,Liberal,No,Part-Time
d51350b1f90ad0fdcc8881aec0efc69a,48,Prefer not to say,Prefer not to say,Moderate,No,Other
5a35c0c283262cb5519a0ef467defda1,67,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
91175f78fbb66368439077bd0acc5dd6,36,Female,Black,Liberal,No,Full-Time
7486aeb621ca9217e5b5a7d414d44817,31,Female,Black,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
28df787da5493852db8304285f525ad2,30,Female,Mixed,Moderate,No,Unemployed (and job seeking)
7fbbe11c9c3cdc477494f83b3455f2eb,30,Female,White,Liberal,No,Full-Time
2a23a6179abfe7dd884aff0da5a4b0dc,56,Female,Black,Liberal,No,Unemployed (and job seeking)
e5c6336d094c1054867a1675ed2935fa,48,Male,White,Moderate,No,Full-Time
14f25a1d11cc1c8862e881a4a8a6b2fc,26,Female,Asian,Liberal,No,Full-Time
4b4dd19737af774381f57b1e86ac8110,23,Female,White,Conservative,No,Full-Time
1c694430bcd74b5961e3085bc7b3a6fb,28,Male,Asian,Liberal,Yes,Full-Time
f1a84ad0bfb7d97a39481383459eac72,29,Male,Other,Moderate,No,Due to start a new job within the next month
847446a450aa999ac23fcae65e46b9a4,44,Male,White,Liberal,No,Full-Time
cb1e4e20b855aaef1388b0f5ced12524,32,Female,White,Liberal,No,Full-Time
c1ddeccb29d6e306e5dddd01d62ffff2,61,Female,White,Moderate,No,Full-Time
434954231fa08c3881eb2f9a17b17493,29,Female,White,Liberal,No,Part-Time
d9109e9ad3a732340d53d480086639f9,35,Female,Mixed,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
f00ebc65ff4447163f8ab664a31bbbf4,45,Male,White,Liberal,No,DATA_EXPIRED
1552d9aecc9ea3214340def3101782ea,59,Female,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
f1ebae06d778846ab4d0034437f11910,50,Male,Asian,Moderate,No,Full-Time
ccfdcd90e6700d83efddd5a92ff17765,28,Male,Other,Moderate,No,Full-Time
60890bd15672dec5aa5ca7de387cf008,22,Female,White,Liberal,Yes,Unemployed (and job seeking)
385805d782d0cd3def995fe0b95940c5,51,Male,White,Moderate,No,Full-Time
c523a7838bd88deedc62993ca5b0947d,31,Male,Black,Moderate,Yes,Part-Time
bc2fbbbeb03ac3dd3f96afd5dbe5e81b,38,Male,Black,Moderate,Yes,Part-Time
4fd5d431ab5afd9cacf118e1bff84d0b,39,Male,White,Liberal,No,Full-Time
22ca9d980b997a7387559d772c66aa1a,56,Female,White,Conservative,No,Unemployed (and job seeking)
5a0c728ea54666f9682a562273361601,71,Male,White,Liberal,No,Part-Time
157f62696c58ba9252861997b5a1e1a2,64,Male,White,Moderate,No,Full-Time
6804890cdf21bbd37b8003c5abb09972,42,Male,White,Liberal,No,Full-Time
8eac7963b2c20f8ee3090d0aa409770b,57,Female,White,Moderate,No,Other
821b13288715b804ecbff89abdffa438,28,Male,Asian,Moderate,No,Full-Time
d2d5fa6a82467a1db88913677db6d8f2,28,Female,White,Liberal,No,Full-Time
354fd7e8fad3a7c391bfd69365d0f970,36,Male,White,Liberal,No,Full-Time
ebefeaa43ac77a827e7ed0c0c14dc1c2,37,Female,White,Liberal,No,Part-Time
50cf1843301587b0abe25cd1f31b05ec,35,Female,Black,Liberal,No,Full-Time
f1da981ba7c81e4592cb46e7bf0fbb6c,57,Male,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
e7070fe3dc8d89982118749ba4070d7f,47,Female,White,Conservative,No,Full-Time
9ce46779a3a71d7d5b827c22d79451a1,63,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
a5050db1163b499594d9d88808c7c1e0,32,Male,Black,Conservative,No,Full-Time
b4e5a945f9342e82188655348eac9132,27,Male,White,Moderate,No,Other
1fda8c1c2a4fb627f896719222559acf,31,Female,White,Liberal,No,Full-Time
b76e6b79349b1f6342e78028202a8915,28,Female,White,Liberal,No,Part-Time
605195882d7ceed1cf42623c45a54a68,64,Female,White,Moderate,No,DATA_EXPIRED
0eee46599550343295db7f36d8a7ec4b,32,Female,White,Conservative,No,Part-Time
5e2d8ade2d91cc1fcf0474b5579e30f3,49,Female,White,Moderate,No,Unemployed (and job seeking)
36bf7af36e3dae60e274ab2b35d1900a,25,Female,Mixed,Liberal,No,Full-Time
4506db9a32a83f46890154185c10985c,68,Female,White,Conservative,No,Other
66740f94a804a24783e5870fa4c2cfe3,56,Male,White,Moderate,No,Full-Time
b750ccc55ccebf2c58b72ee42b31bf86,32,Male,White,Moderate,No,Full-Time
20ddb2eb24f2c7f5b10108c2547a73fd,36,Male,White,Moderate,No,Full-Time
b4cc1b4060807513a45132605d2f837c,33,Male,White,Moderate,Yes,Unemployed (and job seeking)
106def025af8dd5823b3efb46d435b73,23,Male,White,Liberal,Yes,Part-Time
7cd109d90d50593ca37acb4ca4f39e7a,21,Male,Asian,Moderate,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
cd2838b9339b254a0a22247b9aee6780,45,Male,Asian,Moderate,No,Part-Time
0ef1081a4d366830e0d1f0eb268ae544,64,Male,White,Conservative,No,Part-Time
f0649d474323d79f29d5009a9606e68e,57,Male,White,Moderate,No,Unemployed (and job seeking)
03007ac64006d89aec07c650af31093c,81,Female,White,Conservative,No,Due to start a new job within the next month
76c62326b331cc8b7e893082bb5b73ff,38,Male,Black,Liberal,No,Unemployed (and job seeking)
8ed00b4b5ef5105e94da408c1bdc0edb,25,Female,Asian,Liberal,No,Full-Time
cab2a8c40251eb2c5fa2e5f13ed3dfdd,28,Female,Prefer not to say,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
a455b2d1c840b5b7e3a8123e16526702,33,Male,Asian,Moderate,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
35d2367e4dc5b7f7cae80f76ed50089a,49,Female,White,Moderate,No,Due to start a new job within the next month
41dc48c90cca8b5f481feb0787598f98,33,Female,Mixed,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
fb29dba01b5af19751a6462ac227dedb,40,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
27cdae728aec04ad0e527d1027a293a5,29,Female,White,Liberal,Yes,Full-Time
c43854bbee2f4586bc1a1e0b09b77060,27,Female,White,Liberal,No,Part-Time
5a18ae2a0047211b535de1e16bface83,60,Female,Mixed,Conservative,No,Full-Time
94b52226b38becc5fafba127028a6232,39,Female,White,Liberal,No,Unemployed (and job seeking)
88e024344eeefa5a4cbc99e9588ffca9,28,Female,White,Liberal,No,Full-Time
036bbeecfbf5e97913fcc2ea2c321ec8,82,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
f35b5ab342c947c2403d0511bb9fc8a4,32,Female,Mixed,Liberal,DATA_EXPIRED,DATA_EXPIRED
6169a092d782764ce186c1cb6426a569,18,Female,Other,Liberal,Yes,Unemployed (and job seeking)
886b47aa5f98df3597fe6353fd1e122c,35,Female,White,Liberal,No,Full-Time
3d126304f054ef244f3a4b8f4e4c6a26,52,Female,White,Conservative,No,Unemployed (and job seeking)
d9619148d722a53e139abe1352752684,44,Male,White,Liberal,No,Full-Time
8fc80ec93e63391c7e5294024982dd3b,24,Female,White,Liberal,No,Other
0da005f2731303f8659ea419a4030aa3,49,Male,White,Moderate,No,Full-Time
3f88efb5cd0734c3527de8cccdd0501c,40,Male,White,Liberal,No,Full-Time
449313b294cbdd447fe490901e1d3fcf,28,Male,Black,Liberal,No,Full-Time
b3a62cc7ae2276eb6b4d8c2c453d130d,54,Female,White,Liberal,No,Unemployed (and job seeking)
bd60a8268c04941ea15c10fe94d02f83,41,Male,White,Conservative,No,Part-Time
16a09e1f591bacf62c282e0df3526fd2,34,Male,Black,Moderate,No,Full-Time
662520a19ab36bbd305e1032346c0d87,50,Male,Asian,Moderate,No,Full-Time
1590bc95f855bfad4be94371441628ea,31,Male,Black,Moderate,No,Full-Time
5c5e530d5ae848d3dd16e768dea64465,37,Male,White,Conservative,No,Part-Time
a560fa03a94575180956ff27e06bb743,69,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
b24d962de9b388318c9c9c2b109a0f54,30,Male,Asian,Conservative,No,Unemployed (and job seeking)
94b156d394a4946fc0e980b1975607ac,35,Male,White,Liberal,No,Unemployed (and job seeking)
e7be448a9858610cd47f3a220dbd20c5,57,Male,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
b708570f699bef8054ff534888af26b2,52,Female,White,Conservative,No,Full-Time
60c7cc158345bb0fc033b7aed9befcb5,63,Female,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
b902be0b3df39ca95daab969043218ba,51,Female,Black,Moderate,No,Unemployed (and job seeking)
77c46222a29c6c11a8acdba05e196eb8,44,Male,White,Moderate,No,Full-Time
325aa40b8400d8b00279c4d968fae9e2,34,Male,White,Liberal,No,Unemployed (and job seeking)
7414131255814c884e1f011af7ff6b9d,41,Female,White,Moderate,No,Full-Time
d49fdb87d561ff34e5ed584590bc20d4,53,Female,White,Moderate,No,Full-Time
1643e45609700afe093af70c1d1f6786,37,Female,White,Liberal,No,Full-Time
ffd85ef51630e76fb0fc86a36958cc10,30,Female,White,Conservative,No,Full-Time
33e6cf3e00867d2b9e2d43968a408494,46,Female,White,Conservative,DATA_EXPIRED,Unemployed (and job seeking)
a281a59bf6d0d0e6a848ad9ac529aa54,78,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
32a4a29e661f1df8f955421217a0a03b,36,Female,White,Liberal,No,Other
3f17344427d71cb10055b6bd14059d83,41,Female,Asian,Moderate,No,Full-Time
0fd5198166ba85ed8affea52f20d213b,31,Female,Black,Liberal,No,Unemployed (and job seeking)
44a4a6be5e27e49123e5408e36720b7d,52,Male,White,Moderate,No,DATA_EXPIRED
9056a41a7106656ce4a340ea4cb64643,40,Male,Black,Moderate,No,Full-Time
426c664684b8cf1ee3aa9bf318730ce2,26,Male,White,Liberal,No,Full-Time
7582f4d35d0c00c6011f65fd3e44bb77,53,Female,Black,Liberal,Yes,Part-Time
44011867af5ccbffd03ae19650420a61,73,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
179a40b0629213f339ae17849d6ab4ea,35,Female,Black,Moderate,No,Full-Time
4a7ec81c11b39df01b3322dc1f7f6ad9,58,Female,White,Moderate,No,Unemployed (and job seeking)
798c29765d93c84a308bad4111767783,34,Female,Black,Moderate,No,Other
5db394a40e58034f52866f97aba3d639,69,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
f22324db1190761c5faf6f13109c4513,38,Female,White,Liberal,No,Full-Time
7574dc68edfdaf340b40294d6ceeae54,38,Female,Mixed,Liberal,Yes,Unemployed (and job seeking)
9d417586fc6748b44073786e8d256422,54,Female,White,Conservative,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
8eaa37c0aa754b4a2e2af271dfba3ca5,37,Male,White,Liberal,No,Full-Time
ec95e20e8b4653c2bf35e39264764e5f,59,Male,White,Conservative,No,Full-Time
f7d8f77559441d0d59f8054d49d4534b,40,Male,White,Moderate,No,Full-Time
899a3c5ed8837885daf8256d5d50a711,23,Female,Black,Liberal,Yes,Due to start a new job within the next month
fa4218cc9c80b4d0a7edce75423ad278,23,Female,White,Moderate,No,Full-Time
b9542b35cbe0e31bf5145e757fe09df4,42,Male,White,Moderate,Yes,Full-Time
36cbc7fefc38c943d3688d9ff4578460,51,Male,White,Conservative,No,Full-Time
1e6eff9fd8c73960fe2e1e497fa527cb,32,Male,White,Liberal,No,Unemployed (and job seeking)
27a8cc11457cb3a6e40857ce4fc5a1cc,49,Female,Black,Liberal,No,Part-Time
68068d33c6a415bbe4ced4e814f31a4b,46,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
41612a5628759ed0216842b7d5ed209f,60,Female,Black,Liberal,No,Full-Time
eab29e65fe5461e8767afbc021468acf,19,Female,Black,Liberal,Yes,Other
95197c67c893fb249714ce3ec7c2f0f1,68,Male,White,Conservative,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
587b8a04fe56740796b7f182848e0803,28,Male,White,Conservative,No,Part-Time
7f643c042816a01d14e4cee88f741b17,38,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
ec2b70afd2c22dcc87751a5796d2cd90,49,Female,White,Moderate,No,Full-Time
4882b21f116d57f616a1ed995ac940ba,58,Female,White,Liberal,Yes,Part-Time
ff2764cd32353e228e5f570a73c3699c,50,Female,White,Liberal,No,Full-Time
8c92a0bb70785ac5d18b4de990e3c88b,29,Female,Mixed,Liberal,Yes,Part-Time
b974b2b11f291925d08c07d56c51ffd1,23,Male,White,Moderate,No,Full-Time
6b8874d7686b611675640191141eb650,34,Female,White,Liberal,No,Other
9b39abbfa2afd4f13c146f9928519059,68,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
e996d33850bff997308c57c384f8d469,48,Female,Black,Liberal,No,Part-Time
269c4a9717c2e4c2f92aa60c4b5a24a3,22,Female,Black,Conservative,Yes,Unemployed (and job seeking)
b05753e3fd8b52d43bb5e4f7a9e822de,38,Male,Asian,Liberal,No,Full-Time
5209cd17450df58155f0d1950b72b1f3,43,Female,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
026ebc7bbfd6c20f81c5875fb8f34ad5,32,Female,Mixed,Liberal,No,Full-Time
10eb3604da38c2433a50caeafb8ed2f2,33,Male,Black,Moderate,No,Part-Time
0e908c8c4198e87e6cbc2ebf7cbc835b,71,Male,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
f72deb1d675217ce7ac97dc6f05e87e4,21,Male,White,Moderate,Yes,Other
8636011fef83f8a2c0a07ff865d004f0,24,Female,White,Liberal,No,Full-Time
7b311a6e9e4e41c824dc7380fe153538,49,Female,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
513069c6a421823bd08295a17600cb5b,42,Female,White,Liberal,No,Full-Time
9e5c3254a947d905c2de60820edf91e9,31,Male,Other,Moderate,No,Part-Time
55346cf068e70192cc206221ffcd0042,36,Female,White,Liberal,No,Full-Time
003162eb15a55c2f6ae10d380a0cdb7a,38,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
21cd5e0e72eff1ee5927e69b464c05c3,52,Female,White,Liberal,No,Part-Time
7ea8d61299c89be7a2f3822d558104d2,47,Male,Black,Conservative,No,Full-Time
4984c7c24bac8848850e0d92dbe4c046,78,Female,White,Liberal,No,Part-Time
a7579940b1ec49f8384bf506cabfdc1d,53,Male,Asian,Moderate,No,Full-Time
e8563448b90c4631d858b630c1c59297,56,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
e24f20c595a996f72fa2d137ba6b8175,44,Female,White,Liberal,No,Unemployed (and job seeking)
474a46a79470818eed8c1d0d1765289d,61,Female,Mixed,Moderate,No,Other
0d0929dcd732ff6e6404ce065ab1d3a2,51,Male,Black,Liberal,No,Full-Time
a1351ecd16ea324c4df62d94839bdcdd,47,Male,White,Conservative,No,Full-Time
aacabee06e10bb93875f47440af0f3d5,47,Male,Black,Liberal,No,Unemployed (and job seeking)
7ee675bc380b1161f5d1e3d9ec597e1d,65,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2cc34eaa9b437a747007ff624ad15088,63,Male,White,Moderate,No,Due to start a new job within the next month
059e8a5c28698f359c7beb21a7a6028d,23,Male,White,Liberal,No,Full-Time
9a1399439ff36b1dfca26620b5b1d880,24,Female,White,Conservative,No,Full-Time
9652cb289b7d60d17090af88c10571ae,36,Female,Black,Moderate,Yes,Full-Time
a672e647361265483dd9307de900c8d4,59,Male,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
30d0434612ed15ad240b7e86f80fe77e,21,Male,White,Moderate,No,Part-Time
86ef1f919253f6911c61da2ee1d49205,43,Female,White,Moderate,No,Full-Time
f7d725ba0cea5c9de920852e3908f547,35,Male,White,Conservative,No,Full-Time
55f7ad4bd6f6d5b4eaa6dbc359685b31,52,Female,White,Conservative,No,Full-Time
37ed0adb791f21fdeb3f9762db14f4cb,73,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
94bc3a813f7c5d1fcc977bcd1192034a,55,Female,Mixed,Liberal,No,Full-Time
82c291de16e4abb73d139ea57b79738d,47,Female,White,Moderate,Yes,Full-Time
b33b81163dd3edf97fec4eeaeb3dc550,55,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
9c024287db192e42043367f372dfebbf,45,Female,White,Liberal,No,Unemployed (and job seeking)
f28e4e85393960cd45ff7232f92c60b3,45,Male,White,Conservative,DATA_EXPIRED,Full-Time
6b1f63668d0b1326bbf70299ed0a9ab1,55,Female,Black,Liberal,No,Full-Time
e72b4d684e7ec233b705d8882d8544ad,31,Female,White,Liberal,No,Part-Time
302fce8c8274dade74a6281b7b5b2664,41,Female,White,Liberal,No,Part-Time
87266eb69c735f397424502d4d4de9e4,60,Female,White,Moderate,No,Full-Time
72a068f6122def32a8a131edbe1d09fb,56,Female,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
32c6b5ab80ed93e686cc1b2d6040ac7d,49,Male,Black,Liberal,No,Unemployed (and job seeking)
347cf2bf645a697886b660f7b81cd0ae,63,Male,White,Liberal,No,Unemployed (and job seeking)
373384510de6776b32a7878c81eb251f,26,Male,White,Moderate,No,Full-Time
1e62adafd43fe9b93a8540d46e93194f,35,Male,White,Liberal,No,Unemployed (and job seeking)
5d896fedbf896720d1b99bd9897ce4af,28,Male,White,Moderate,No,Part-Time
182c1c262169f44bd298247e32959945,27,Female,Black,Liberal,No,Part-Time
53a676eee50126132f16917cd64482dd,27,Female,Black,Liberal,No,Unemployed (and job seeking)
5f9f6611bad9b2b89298aa8a8832c667,52,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
e33aabad638469cfa7acd22237acaf4b,59,Female,Mixed,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
677e59a7f3cbc51cccacbe2d7255a452,56,Female,Prefer not to say,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
467a5e39bb67597e08bc39517553d061,24,Female,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5f4dc47b66c95d48eefaea47f873faf2,32,Female,White,Conservative,No,Full-Time
9f1a17c137b17ffa14bf09ce1bdd2b7a,31,Male,White,Moderate,No,Unemployed (and job seeking)
27177312c360a1452ec0ea313106949f,45,Male,White,Liberal,Yes,Due to start a new job within the next month
c2da253c5fa4b54aedbef18826a6f972,38,Female,White,Liberal,No,Part-Time
665840729e585921dfc485cf0fe1aaef,47,Female,Mixed,Moderate,No,Part-Time
12ba617f575fb72447663338e7c3bd2d,48,Female,White,Liberal,No,Full-Time
c90ea480b447adff34f9e39a9a32c4b9,52,Male,White,Liberal,No,Full-Time
81278392e97e0733c62aa76e909c5788,68,Male,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
73f80f025f5ceb17bf79f251e4bab5fc,29,Male,Asian,Liberal,No,Unemployed (and job seeking)
80fc583133298105d169c6696d08c1c8,26,Male,White,Conservative,Yes,Unemployed (and job seeking)
2d04b4991f676f8209dee4e43d3cf1e7,50,Female,White,Liberal,No,Part-Time
0d1764574b4ba95ae2cc31e000cb6930,73,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
cad8b56954f3f5df6d7ad7e122dfe0df,45,Female,Asian,Liberal,No,Full-Time
bd17eb1bb5913d01d9e8ea41c4940edb,73,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
32a0045b372a9a73dbd629e14e429747,58,Female,White,Liberal,No,Full-Time
d95477f54d56ea114defcdb3418b64da,64,Female,White,Conservative,No,Other
0d92fd2f36c62ea1544a3b6ee8f5838a,28,Female,White,Moderate,No,Full-Time
e2735499ce717d2fbbef334f23d164ae,36,Female,Black,Liberal,Yes,Unemployed (and job seeking)
09e2482e9c0f6e46355833df1783e25c,62,Female,White,Conservative,No,Full-Time
f571b647bffd1bdfa17d924c7a78d689,61,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
59c98349ae82fdb00fc59f5668b889c9,33,Male,White,Moderate,No,Unemployed (and job seeking)
d6275c4f3ccac8261dca1193c7d08326,52,Male,White,Conservative,No,Full-Time
dd28479f4a8293c8cc7b159ce7244c38,24,Male,Asian,Liberal,No,Unemployed (and job seeking)
ae08d4aed4506193a8b60980fbbd0423,52,Female,White,Liberal,No,Unemployed (and job seeking)
c3cd4f4ff35e329d98aca87903d89715,63,Female,White,Liberal,No,Part-Time
e8550c55cef04470eade1d4b61eb63a9,35,Male,Mixed,Conservative,No,Full-Time
8282383432d1ba88d2f134923190be8f,30,Female,Black,Moderate,Yes,Full-Time
1b4afc856e6faf1002312ce25c6142b5,77,Female,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
f6efb0614870e51dea31675a815fc1ad,21,Female,Black,Liberal,No,Part-Time
47ebab31289a4dcfe701db5174787952,18,Male,Black,Liberal,No,Unemployed (and job seeking)
3725f02524a7e1279e5a5fc2c72879dd,49,Male,White,Liberal,No,Full-Time
90b07ee4afe6674fc780fce6209ffd6c,21,Female,Asian,Liberal,Yes,Part-Time
61e24720875213f5561fad49b849ca3a,42,Male,White,Moderate,No,Full-Time
c90c74be96054c0eeefd4e40d6c2c2de,47,Female,White,Liberal,No,Due to start a new job within the next month
fd01e1013765484d4482ed8e3560d9b3,74,Male,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
9794d8f269d6feac54e18ac5823044f0,23,Female,Black,Liberal,No,Unemployed (and job seeking)
d9b4d6811f8ccf27b4d17587f54b7135,20,Female,Mixed,Moderate,Yes,Unemployed (and job seeking)
07231dbcb5e912aefb955ec9cfe38347,18,Female,White,Conservative,Yes,Part-Time
e5556f73ce062f13a6002c7b858091b7,39,Male,Asian,Moderate,DATA_EXPIRED,DATA_EXPIRED
4cb0d0a9bd82e46d1e853884110307b9,50,Male,White,Liberal,No,Full-Time
04f227c7b362488ddbbab15f72c3803c,49,Female,White,Liberal,No,Other
898c36fa4395b35e1ee0a242ef0c959f,36,Male,Other,Liberal,No,Full-Time
e66d8b0195fd0dba7b7d085ad4d2f57a,35,Female,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
c2ad0b95e2c2e4b294b21d220612106d,23,Male,Mixed,Liberal,Yes,Unemployed (and job seeking)
a28b3214f786be16dbe1e16703a21952,47,Male,Black,Liberal,No,Full-Time
014ab4f85b13d49376f09cfb16df36ed,26,Prefer not to say,Mixed,Liberal,No,Other
5433c6c1fc9245f29f53b761b66c4a74,35,Female,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2ee1bdd0e3e65f80153e669506568383,39,Female,White,Liberal,No,Full-Time
182a5a0b256c286895f05268d09a863b,38,Female,Black,Liberal,No,Full-Time
beed2bca2141a733d9daa907c73b8a49,55,Female,Black,Moderate,Yes,Full-Time
d0c19f26818e5d31938ff7dfe796bf68,21,Female,White,Liberal,Yes,Part-Time
c72377d4bff9f71ea8dbe2b02aa5aa81,30,Female,White,Liberal,No,Due to start a new job within the next month
a95cef1da08478785d36f1fac13a7eb7,60,Male,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
e58b48daa6e55a6e2424fab684b2334a,37,Female,White,Conservative,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
b2699b3fa9267d224b9708d1df32000d,37,Female,White,Liberal,No,Full-Time
1cd679cdd7040c434fc72b16b2589df9,43,Male,Asian,Moderate,No,Full-Time
95297ed4e0ddb845aee5b8a422b693d3,24,Male,White,Liberal,No,Unemployed (and job seeking)
c5756a38f1149bcab272d00f7b17e20e,47,Female,Black,Liberal,No,Full-Time
c4aafae72f3fd98ea32132a712934796,54,Female,White,Liberal,No,Other
6bacec90d843d12983693c748a54a6b1,45,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
da18e5c50ceefb7bfd4eb8239ffd0995,62,Male,White,Moderate,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
76a76ba4112e64c771edb6e91cf0303d,63,Male,White,Conservative,No,Full-Time
c416eac07b421e1bb84f4b531edcd57f,62,Female,Black,Liberal,No,Full-Time
5a4b83b65c9545821e0522aa0dbb1887,39,Female,White,Conservative,No,Full-Time
55c859cb7a6e544f62ab7142f4b90e7e,43,Male,White,Conservative,No,Full-Time
773f4cd05f3b0d69b46ff105e3f6e826,60,Female,White,Conservative,Yes,Full-Time
78d372702eac932398cc1331eae58324,39,Male,White,Liberal,No,Part-Time
d447fed664095e0d3d6175557982dfb9,54,Female,White,Conservative,No,Part-Time
263530a73fbacc7b9db144a63002cc97,33,Male,Asian,Liberal,No,Part-Time
82d3dfb8a99e893dc7f056f9a0101918,30,Male,Black,Moderate,No,Full-Time
7a30cedb45df5226f22ab0202aa48b5e,25,Female,White,Liberal,No,Part-Time
8fa55fd4d1c18b72c41fe094a085ca08,40,Male,White,Conservative,No,Full-Time
0be4c3d9596407042d7d0d0c16b027b4,47,Male,White,Moderate,Yes,Full-Time
2e4ddaa84189571b6d2c6a2cbcff940a,31,Male,White,Liberal,No,Part-Time
0d9134336308a3ac59d88ee0049d86a6,54,Female,White,Conservative,No,Unemployed (and job seeking)
a38f61495d3f219dbb826ac93f6a1ddf,25,Male,Other,Conservative,No,Unemployed (and job seeking)
4391a58dc026e2bf8b2372b5ed197346,46,Female,Black,Liberal,No,Other
f7ea585600574ae4ae338854e7363f6a,56,Female,White,Moderate,No,Part-Time
48bfac88fc7113c6bac949c6004d3f24,49,Female,White,Liberal,No,Other
2e3d686269da3f94afa6efa27545ee65,44,Female,White,Moderate,No,Full-Time
fb9b318b61bc4d5312685cf8a42e7e95,28,Female,White,Liberal,No,Full-Time
3a234af6367e650e2246e2dcb24fae04,40,Female,White,Liberal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
448f452694c3c969ee73e717b1af87d6,33,Female,White,Moderate,No,Unemployed (and job seeking)
532595c3e46c786b0ae7fcffaf1cfbaf,45,Male,White,Moderate,No,Full-Time
4d1edfd7812a08a619b185bc19c68dce,39,Female,White,Liberal,No,Full-Time
032ccf6a3b04eb2b5569b27b6a75491c,24,Female,Mixed,Liberal,Yes,Part-Time
c1ac6d5b6cf4e17375786c0b13be990a,41,Male,Mixed,Liberal,No,Full-Time
7422061fb42ef03a7acb62e56057132f,73,Female,White,Liberal,No,Part-Time
